title,venue,description,url,Participatory,Quirky,DatingFunVibe,KidFriendly,TotalScore,Tag,PickForNewsletter
Nice Time Tickets,MainStage,"Three of Toronto's best comedians (and sometimes guests too!) improvise a show for you, the audience. Guaranteed to be a very nice time.
Featuring:
Dan Beirne (Ginny & Georgia)
Mark Little (Cavendish)
Nicole Passmore (Second City TourCo)
& guests
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/nice-time?ev=2025-09-03T20%3A00%3A00,3.0,7,8,2,20,,
The After Party Tickets,MainStage,"Tough day at work? Come to the After Party. Bad date? The AP is here for you. Hate your kids? Don't bring them to the AP.
The best part of the night is always the After Party: a time to kick back and have fun with friends. Hot Soup Presents a variety show guaranteed to be packed with some of the city’s best comedians, some improv, a little stand up, and maybe even some sketch. Don't have a party to go to before? That's okay. Everyone is welcome at this AP.
Tickets:
Online - $15
Door - $20
Hosted by: Emily Callahan & Julia Ettlinger
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/the-after-party?ev=2025-09-04T19%3A30%3A00,5.0,8,7,1,21,,
THE HEADLINER Tickets,MainStage,"One of the best comedians in Canada does an extended set. Hosted by Adam Christie.
Adam Christie is an award winning stand-up who has appeared on SCHITT'S CREEK and WHAT WE DO IN THE SHADOWS. He is the former head writer of THIS HOUR HAS 22 MINUTES, and a former staff writer for BARONESS VON SKETCH SHOW. Exclaim Magazine called him ""One of the most compelling acts in Canada”
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/the-headliner?ev=2025-09-05T19%3A00%3A00,2.0,7,6,1,16,,
Insufferable with Bee Bertrand and Cleo Vaillancourt Tickets,MainStage,"We have been called a lot of things- inspiring, influential, ingenious- but the people who know us best call us Insufferable. Just don’t call us late for dinner.
Bee Bertrand and Cleo Vaillancourt host, while Canada's Best Comics do their funniest jokes. The only thing more Insufferable than Bee and Cleo is the absurd trivia they'll make you answer to win their personal belongings.
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/insufferable-with-bee-bertrand-and-cleo-vaillancourt?ev=2025-09-06T19%3A00%3A00,8.0,9,7,2,26,,
Latin Laugh Sunday Tickets,MainStage,"Latin Comedy Night
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/LatinLaughSunday?ev=2025-08-31T20%3A00%3A00,3.0,7,8,2,20,,
COMEDY SLAM Tickets,MainStage,"Comedy Slam: Toronto's Top Weekly Pro Comedy Show at Comedy Bar
Get ready to laugh every Tuesday night at
Comedy Slam
, Toronto’s best weekly
stand-up comedy show
featuring professional comedians for just $10! Hosted by the hilarious
Kyle Patan (JFL Vancouver, JFL Toronto, Grindstone Comedy Festival)
and
Ben Bayfield (Yuk Yuks, Departure Festival)
, this fast-paced showcase brings you top talent seen on
Just For Laughs, Crave, CBC, Much Music
, and more. Every week you don't know who to expect with special drop in's in the past such as Nick Kroll, Craig Robinson, Chris Locke, and MORE! Amazing, professional stand ups for cheap.
Whether you're a die-hard comedy fan or just looking for a fun night out in Toronto,
Comedy Slam
delivers laughs from some of Canada’s best stand-up comedians as well as comedians visiting from all over the world. Don’t miss out on one of
Toronto’s top live comedy events
.
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/COMEDY-SLAM?ev=2025-09-02T21%3A30%3A00,2.0,7,8,1,18,,
Cashprov Tickets,MainStage,"Welcome to Cashprov!
Improvisers will play short form improv games for cash. The audience helps select the winners and might even win some cash themselves!
Between the game rounds are local improv troupes performing for your entertainment. All hosted by Tyler Morgan!
Cashprov is Sponsored by Spiritleaf Little Italy
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/Cashprov?ev=2025-09-03T21%3A30%3A00,8.0,7,7,3,25,,
"Unhinged: Your dating profile, improvised. Tickets",MainStage,"Using YOUR dating profiles, Toronto’s HOTTEST improv group SOFT RUFFIANS swipe right on profile pictures, prompt answers and “first lines” for a night of unhinged comedy that blows the doors open on life, love and thirst traps.
Soft Ruffians are:
Bryan Weiser
Dalia Vainer
Pat Gourdeau
Janelle McGuiness
Franci Dimitrovska
Melissa Gerskup
Leslie Cserepy
$15 online, $20 at the door
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/unhinged?ev=2025-09-04T20%3A00%3A00,2.0,8,9,1,20,,
SHRIMP DADDY Tickets,MainStage,"Get ready for a one night memorable event with Canada's funniest headliners and featuring special guests. You miss this, you’ve missed out!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/shrimp-daddy?ev=2025-09-05T20%3A30%3A00,3.0,7,7,2,19,,
The Best Comedians Tonight  Tickets,MainStage,"Every month Dylan Gott (Comedy Central UK, Just For Laughs, Sirius XM Radio) hosts a lineup of the best comedians tonight!
Previous acts have performed on/at Just For Laughs, NBC, TheTonight Show, 8 out of 10 cats, Netflix, Hulu, Letterkenny and more!
This truly is the best possible stand-up comedy show in Toronto happening tonight!
$22 online, $22.50 at the door
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/the-best-comedians-tonight?ev=2025-09-06T20%3A30%3A00,2.0,6,7,1,16,,
ALL SORTS of funny friends Tickets,MainStage,"ALL SORTS of Funny Friends
Presented by ALL SORTS Comedy
Get ready for a comedy variety show that’s got… well, all sorts of funny. Stand-up? Yup. Short form improv? You bet. Long form? Of course. Sketch comedy? Absolutely. We’ve crammed every style of comedy into one glorious night—and yes, somehow it all works.
Featuring some of the best Canadian comedic talent this side of a poutine truck, ALL SORTS of Funny Friends is the kind of show your wallet will thank you for. With this much talent packed into one stage (and this low of a ticket price), it feels like we might be doing this wrong. But come laugh with us before someone does the math.
$15 online, $20 at the door.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/ALL-SORTS-of-funny-friends?ev=2025-08-31T21%3A00%3A00,3.0,8,7,2,20,,
Open Mic: The Bucket Show Tickets,MainStage,"Open Mic show
Put your name in the bucket: 12 names get picked",https://comedybar.ca/shows/open-mic-the-bucket-show?ev=2025-09-02T23%3A00%3A00,9.0,6,7,3,25,,
YOU HEARD IT HERE FIRST Tickets,MainStage,"YOU HEARD IT HERE FIRST is a weekly stand up comedy show where you favourite local professional comics (and surprise drop in guests) try out their brand new untested jokes.
A show for comedy nerds/couples date night/friends having some laughs during the week. Come watch these jokes in their infacy and one day you will see it on TV and say 'i heard it first'!
One of the cheapest shows in the city! Only $10 (plus tax). Top value!
Lineup changes every week (subject to change). Follow @jmostyncomedy for updates.
See comedians you know and love that have featured on Netflix, Just For Laughs, Tik tok, CBC and more!
Sponsored by Amsterdam Brewery
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/you-heard-it-here-first?ev=2025-09-03T21%3A30%3A00,2.0,8,7,1,18,,
Laugh Sabbath Tickets,MainStage,"This beloved, long-running, madcap comedy show has been entertaining Toronto's top laughers since 2006!
LAUGH SABBATH is a different show every week featuring a rotating ensemble of radical and exciting comedians. Acclaimed by critics as one of the best comedy shows in the city and celebrated by fans as a cult favourite for over a decade. Come see where comedy legends are born!
Thursdays at 9:30pm in the Comedy Bar Cabaret.
Laugh Sabbath is a comedic force in Toronto and is recognized for showcasing some of the most creative and talented comedic minds in all of North America! Laugh Sabbath comedians appear at festivals across Canada and the U.S. Many have filmed their own comedy specials at Just For Laughs and headlined their own shows at JFL42. They continue to rack up countless awards and nominations for writing and performing and have been featured on CRAVE, CBC, CTV, The Comedy Network, MUCH, MTV Canada, VICE, YTV, FNTSY, IFC, Game TV and HBO Canada.
Some press:
""...the best of the city's young standup and sketch comedians."" - THE NATIONAL POST
""... a gathering spot for other comics and crowds with a taste for the unusual. A scan of the audience shows a who's who of Toronto's comedy underground.""- THE GLOBE & MAIL
""Comedy gold."" - GLENN SUMI
""... everyone on this weekly variety show killed..."" - NOW MAGAZINE
""Toronto's cream of the crop.... Don't Miss!"" - TIME OUT NEW YORK
""Laugh Sabbath is an inspiration to the whole scene."" - THE TORONTOIST
""A new era of comedy taking root in the city."" - TORONTO STAR
""A constant repository of boundary-free laughs."" - EYE WEEKLY
Follow us! @laughsabbath
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/laugh-sabbath?ev=2025-09-04T21%3A30%3A00,2.0,9,7,1,19,,
Catch23 Tickets,MainStage,"Toronto's hit competitive improv show returns! 3 teams of Toronto's best improvisers compete over 4 rounds to crown the Catch23 champion. And the audience is a part of the action, scoring the scenes and giving suggestions that help make this the funniest night in the city!
Produced by Hisham Kelati and Comedy Bar
$23 online, $25 at the door
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/catch23?ev=2025-09-05T21%3A00%3A00,8.0,7,7,3,25,,
Graham Kay: “A Comedy Show Near Me”  Tickets,MainStage,"An award-winning stand-up comedian, actor and TV writer, Graham Kay has been described as “brilliantly funny” by The Huffington Post. Graham has performed stand up on The Tonight Show With Jimmy Fallon, The Late Show with Stephen Colbert, The Just For Laughs Festival and has a comedy special on Crave TV. In addition, he has appeared in the movie Super Troopers 2. Graham lives in New York City where he performs regularly at the The Comedy Cellar.
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/graham-kay-a-comedy-show-near-me?ev=2025-09-06T21%3A00%3A00,2.0,7,8,1,18,,
Late Mic T.O.  Tickets,MainStage,"Toronto's most chaotic late night talk show open mic! You never know who will drop by late mic.
Hosted by Everardo Ramirez
Submit monologue jokes to be read at the top of show and sign-up to perform stand-up (3 mins) or sit on the couch and have a chat/do a bit/play a character/do whatever (5 mins).
Signup at 9:30pm / show at 10pm
RULES FOR LATE MIC:
1. Late Mic is a specialty open mic that takes preference of non-stand up performance. This is reflected in time allotted to performers: bits/panel/characters get 5 minutes. Stand-up gets 3 minutes. Timing is done by a kitchen timer. When the timer rings, your set is over.
2. Late Mic is a safe environment for all people. Late Mic is also a progressive mic and has a no-tolerance policy for regressive material. If your set contains xenophobic, homophobic, transphobic or misogynistic themes, do not be surprised if you are either called out or cut short, it's policy.
3. Late Mic is fun. Have fun out there.
COVID 19 INFORMATION & ACCESSIBILITY
Wearing a mask is recommended, but not mandatory.
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/late-mic-to-bloor?ev=2025-08-31T22%3A00%3A00,9.0,8,7,2,26,,
Comedy Bar: After Dark Tickets,MainStage,"Come see Toronto's best late night comedy showcase featuring a rotating cast of stand-up comics who have amassed millions of views on social media and appeared on Just For Laughs, CBC, Comedy Central UK, CTV and much much more!
Tickets are only $18 in advance!
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/comedy-bar-after-dark?ev=2025-09-05T23%3A30%3A00,2.0,7,8,3,20,,
Nour Hadidi & Friends Tickets,MainStage,"Nour Hadidi & friends is the best way to kick off your Saturday night in Toronto. Featuring a stacked lineup of the best comedians both in the scene and from out-of-town; hilarious host Nour Hadidi (Comedy Central Arabia) and puppies. Ok no puppies, but do yourself a favour and come see comics from Netflix, Conan, Comedy Central, MTV, CBC's Debaters and more!
Tickets are $28 in advance and $33 at the door at Toronto's famous Comedy Bar
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/nour-hadidi-and-friends?ev=2025-09-06T22%3A00%3A00,2.0,7,8,1,18,,
Standout Comedy Tickets,MainStage,"Standout Comedy: Canada’s Funniest Take the Stage!
Get ready to laugh until it hurts at Standout Comedy — the ultimate night of non-stop hilarity featuring the most amazing comedians in Canada! This isn't just another comedy show; it's a showcase of sharp wit, side-splitting stories, and razor-sharp punchlines from the best comedic talents this country has to offer.
From rising stars to household names, our lineup is stacked with stand-up heavyweights guaranteed to keep you howling all night long.
🎟️ Grab your tickets now and join us for the best night of your life.
$23 online, $28 at the door
Hosted by Natalie Norman @stalingnatalie
Based in Toronto, Natalie Norman has established herself as a vibrant force on Canada’s comedy scene. She’s performed at major festivals such as Just For Laughs Montreal, Just For Laughs Toronto, and the Winnipeg Comedy Festival !
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/Standout-Comedy?ev=2025-09-06T22%3A00%3A00,2.0,7,8,3,20,,
Comedy Bar: After Dark Tickets,MainStage,"Come see Toronto's best late night comedy showcase featuring a rotating cast of stand-up comics who have amassed millions of views on social media and appeared on Just For Laughs, CBC, Comedy Central UK, CTV and much much more!
Tickets are only $18 in advance!
ACCESSIBILITY
Comedy Bar is a basement venue with 16 steps down to the entrance. Washrooms are located on the main floor.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances",https://comedybar.ca/shows/comedy-bar-after-dark?ev=2025-09-06T23%3A30%3A00,2.0,7,8,3,20,,
COMEDY BAR’S HOT MIC Tickets,Cabaret,"Get ready for the hottest night of the week at Comedy Bar’s Hot Mic - where exciting, emerging talent take the stage to sizzle with fresh, fiery comedy. Our pro host ignites the laughter, and our rising stars turn up the heat by serving up the funniest punchlines in town. Plus, don’t forget to add your name to the bucket to join the laughter on stage! Don’t miss the comedy hot spot every Tuesday at 8:30pm in Comedy Bar Danforth’s sizzling Studio Theatre! 🔥🎤
*Must enter name in bucket by 8:30pm.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/comedy-bars-hot-mic?ev=2025-08-05T20%3A30%3A00,8.0,7,7,2,24,,
STUDIO WEDNESDAYS Tickets,Cabaret,"Experience the magic and hilarity of Scenic improv with ""The Scene"" every Wednesday night in the Studio Theatre. New characters, scenarios and laughs every show all inspired by your suggestions!
Then catch one of Comedy Bar's freshest and funniest improv teams deliver their own unique and hilarious style of longform improv. You'll wanna catch these rising stars of comedy NOW, before they all get Netflix specials and become mega famous!
Finally, indulge in absolute comedy chaos with The Variety Jim-Jam, a bucket-style improv & stand-up jam for ALL, no experience necessary! Finally, a 3-4-1 comedy night and your chance to jump onstage and join in on the fun!
*Must enter name into bucket by 8:30pm to play in the Jim-Jam!
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/studio-wednesdays?ev=2025-08-06T20%3A30%3A00,9.0,8,7,2,26,,
STUDIO THURSDAYS Tickets,Cabaret,"Experience the magic and hilarity of Scenic improv with ""The Scene"" every Thursday night in the Studio Theatre. New characters, scenarios and laughs every show all inspired by your suggestions!
Then catch one of Comedy Bar's freshest and funniest improv teams deliver their own unique and hilarious style of longform improv. You'll wanna catch these rising stars of comedy NOW, before they all get Netflix specials and become mega famous!
Finally, indulge in absolute comedy chaos with The Improv Jim-Jam, a bucket-style improv jam for ALL, no experience necessary! Finally, a 3-4-1 comedy night and your chance to jump onstage and join in on the fun!
*Must enter name into bucket by 8:30pm to play in the Jim-Jam!
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/studio-thursdays?ev=2025-08-07T20%3A30%3A00,9.0,8,7,3,27,,
Shuler King Tickets,Cabaret,"Comedian Shuler King was born Frank Williams III in Sumter, South Carolina. He knew at an early age that he was destined to be an entertainer especially since he was the kid known for cracking jokes. King grew up in a traditional 2-parent household in the Bible Belt of the South, where Faith, Hard Work and Education were the foundations of what his parents imparted on him and his two siblings.
Comedy is his passion, but he has taken a rather unusual path to get to where he is thus far. He graduated from the University of South Carolina with a B.A. in Media Arts where he joined The Mighty Illustrious Zeta Zeta Chapter of Omega Psi Phi Fraternity, Incorporated.  In 2013 he graduated from Gupton Jones Mortuary College with a degree in Mortuary Science. When he isn’t on the road performing at comedy clubs and special events across the country, King works as a licensed funeral director and embalmer in Georgia and South Carolina at his family’s funeral business in South Carolina. He wants to keep his family’s business and legacy alive. He’s probably the only Comedian/Funeral Director on the comedy circuit.
King has opened for some of the most notable and talented comedians and comediennes in the industry.  He credits his parents strict yet loving upbringing, his harsh surroundings growing up and the state of the country today with giving him his comedic style, which he describes as RAW.  King says “Comedy isn’t about being happy all the time. Comedy is just as much about pain that people endure.  When you hear 20,000 people in an arena laugh at a joke it’s because they all can relate to experiencing that same pain”. His comedy career began while he was a Freshman in college, after he took the stage for the very first time at the NCO Club on a military base and the rest is history. King is one of the most energetic rising comedians in the business.
Although the comedy business can be very tough and filled with ups and downs, King credits his unwavering Faith in God as the calming force in his life which keeps him pushing forward. His hilarious videos he posts on his social media have quickly become fan favorites. His recent video post about Donald Trump went viral and was even played on a UK television show. The future is definitely bright for King.
Curious about the different ticket types? This show uses
THIS SEATING PLAN
PLEASE NOTE:
Shows marked 'Special Event' may be excluded from our refund policy; in which case all sales are final.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/shuler-king?ev=2025-08-08T19%3A00%3A00,2.0,7,6,3,18,,
Shuler King Tickets,Cabaret,"Comedian Shuler King was born Frank Williams III in Sumter, South Carolina. He knew at an early age that he was destined to be an entertainer especially since he was the kid known for cracking jokes. King grew up in a traditional 2-parent household in the Bible Belt of the South, where Faith, Hard Work and Education were the foundations of what his parents imparted on him and his two siblings.
Comedy is his passion, but he has taken a rather unusual path to get to where he is thus far. He graduated from the University of South Carolina with a B.A. in Media Arts where he joined The Mighty Illustrious Zeta Zeta Chapter of Omega Psi Phi Fraternity, Incorporated.  In 2013 he graduated from Gupton Jones Mortuary College with a degree in Mortuary Science. When he isn’t on the road performing at comedy clubs and special events across the country, King works as a licensed funeral director and embalmer in Georgia and South Carolina at his family’s funeral business in South Carolina. He wants to keep his family’s business and legacy alive. He’s probably the only Comedian/Funeral Director on the comedy circuit.
King has opened for some of the most notable and talented comedians and comediennes in the industry.  He credits his parents strict yet loving upbringing, his harsh surroundings growing up and the state of the country today with giving him his comedic style, which he describes as RAW.  King says “Comedy isn’t about being happy all the time. Comedy is just as much about pain that people endure.  When you hear 20,000 people in an arena laugh at a joke it’s because they all can relate to experiencing that same pain”. His comedy career began while he was a Freshman in college, after he took the stage for the very first time at the NCO Club on a military base and the rest is history. King is one of the most energetic rising comedians in the business.
Although the comedy business can be very tough and filled with ups and downs, King credits his unwavering Faith in God as the calming force in his life which keeps him pushing forward. His hilarious videos he posts on his social media have quickly become fan favorites. His recent video post about Donald Trump went viral and was even played on a UK television show. The future is definitely bright for King.
Curious about the different ticket types? This show uses
THIS SEATING PLAN
PLEASE NOTE:
Shows marked 'Special Event' may be excluded from our refund policy; in which case all sales are final.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/shuler-king?ev=2025-08-09T19%3A00%3A00,2.0,8,7,3,20,,
The Match Tickets,Cabaret,"Spend your Friday night right with  ""THE MATCH""! Watch as dynamic pairs of improvisers team up to create unforgettable scenes on the spot! Quick wit, bold choices, and pure comedy GOLD, this is a match you won't want to miss!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Match?ev=2025-08-08T20%3A00%3A00,5.0,8,7,4,24,,
Sunthar V - Millennial Trauma + Gen Z Drama Tickets,Cabaret,"Fresh off their sold-out European tour, comedians
Sunthar V and Me2Chat
bring their hit show back to Toronto for a summer edition.
It’s Millennials vs. Gen Z — again. Expect passive-aggressive texts, TikTok therapy, side parts, main character syndrome, and one long group chat nobody knows how to leave.
If you've ever felt too old for BeReal but too young to own property, this show’s for you.
Hot takes. Cold drinks. Same generational trauma — now with more daylight.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/Sunthar-V-Millennial-Trauma-Gen-Z-Drama?ev=2025-08-08T21%3A00%3A00,3.0,9,7,2,21,,
CRUSH CITY Tickets,Cabaret,"Welcome to CRUSH CITY, the hilarious, non-stop Saturday night improv show featuring a rotating cast of the city’s absolute best improvisers absolutely CRUSHING it! It's fast and funny ""
Whose Line Is It Anyway
"" style comedy by Toronto's fastest and funniest...This. Show. Will. Crush.
Groups & Event Bookings
Planning a group outing or special event?
For bookings or inquiries for groups of 10 or more, please contact us at
events@comedybar.ca
We can't wait to laugh with you and your group!
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/crush-city-comedy?ev=2025-08-09T20%3A00%3A00,3.0,8,7,2,20,,
Burnin’ Up Tickets,Cabaret,"Toronto’s hottest improvisers are turning up the heat in BURNIN’ UP, the wildest improv show in the city!
No two nights are the same as these powerhouse improvisers unleash a brand new longform improv format every show. From jaw-dropping narratives to mind-bending experimental forms, they’re making it up, burning it down, and leaving it all on stage.
Whether you're a die-hard improv fan or a total newbie, you’ll be on the edge of your seat, sweating with laughter, as Toronto’s top-tier comedy talent shows off just how far improv can go.
Featuring an opening set from CB PRO House Teams, this is a show NOT to be missed!
Created by Sarah Hillier & Produced by Comedy Bar Danforth
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/Burnin-Up?ev=2025-08-08T21%3A30%3A00,8.0,9,7,3,27,,
Shuler King Tickets,Cabaret,"Comedian Shuler King was born Frank Williams III in Sumter, South Carolina. He knew at an early age that he was destined to be an entertainer especially since he was the kid known for cracking jokes. King grew up in a traditional 2-parent household in the Bible Belt of the South, where Faith, Hard Work and Education were the foundations of what his parents imparted on him and his two siblings.
Comedy is his passion, but he has taken a rather unusual path to get to where he is thus far. He graduated from the University of South Carolina with a B.A. in Media Arts where he joined The Mighty Illustrious Zeta Zeta Chapter of Omega Psi Phi Fraternity, Incorporated.  In 2013 he graduated from Gupton Jones Mortuary College with a degree in Mortuary Science. When he isn’t on the road performing at comedy clubs and special events across the country, King works as a licensed funeral director and embalmer in Georgia and South Carolina at his family’s funeral business in South Carolina. He wants to keep his family’s business and legacy alive. He’s probably the only Comedian/Funeral Director on the comedy circuit.
King has opened for some of the most notable and talented comedians and comediennes in the industry.  He credits his parents strict yet loving upbringing, his harsh surroundings growing up and the state of the country today with giving him his comedic style, which he describes as RAW.  King says “Comedy isn’t about being happy all the time. Comedy is just as much about pain that people endure.  When you hear 20,000 people in an arena laugh at a joke it’s because they all can relate to experiencing that same pain”. His comedy career began while he was a Freshman in college, after he took the stage for the very first time at the NCO Club on a military base and the rest is history. King is one of the most energetic rising comedians in the business.
Although the comedy business can be very tough and filled with ups and downs, King credits his unwavering Faith in God as the calming force in his life which keeps him pushing forward. His hilarious videos he posts on his social media have quickly become fan favorites. His recent video post about Donald Trump went viral and was even played on a UK television show. The future is definitely bright for King.
Curious about the different ticket types? This show uses
THIS SEATING PLAN
PLEASE NOTE:
Shows marked 'Special Event' may be excluded from our refund policy; in which case all sales are final.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/shuler-king?ev=2025-08-09T21%3A00%3A00,2.0,7,6,3,18,,
Saturday Spotlights Tickets,Cabaret,"Saturday Spotlights highlights 3 dynamic voices in Toronto's comedy scene serving up their best material and sets for your enjoyment. Guaranteed night of laughs featuring a rotating lineup of comedians as seen on JFL, CRAVE, CBC Gem, and the Winnipeg Comedy Festival.
Tickets are $23, $25 at the door
Groups & Event Bookings
Planning a group outing or special event?
For bookings or inquiries for groups of 10 or more, please contact us at events@comedybar.ca
We can't wait to laugh with you and your group!
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/saturday-spotlights?ev=2025-08-09T21%3A30%3A00,2.0,8,7,3,20,,
Sunthar V - Millennial Trauma + Gen Z Drama Tickets,Cabaret,"Fresh off their sold-out European tour, comedians
Sunthar V and Me2Chat
bring their hit show back to Toronto for a summer edition.
It’s Millennials vs. Gen Z — again. Expect passive-aggressive texts, TikTok therapy, side parts, main character syndrome, and one long group chat nobody knows how to leave.
If you've ever felt too old for BeReal but too young to own property, this show’s for you.
Hot takes. Cold drinks. Same generational trauma — now with more daylight.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/Sunthar-V-Millennial-Trauma-Gen-Z-Drama?ev=2025-08-10T16%3A00%3A00,3.0,8,7,2,20,,
STUDIO MONDAYS Tickets,Cabaret,"Three sets, one night, limitless laughter!
First experience the magic and hilarity of Longform Improv with ""Longform Night"" a completely improvised narrative inspired by your suggestion and guaranteed laughs every single time!
Then prepare to be amazed with a set from CB PRO Troupes! Will it be an original, longform improv format? Will it be a sampling of hilarious sketch comedy? You never know unless you come to the show! Will it be good? Oh yeah, it's TROUPES, it'll be awesome!
Then, indulge in absolute comedy chaos with The Jim-Jam, a bucket-style improv jam for ALL, no experience necessary! Finally, a 3-4-1 comedy night and your chance to jump onstage and join in on the fun!
*Must enter name into bucket by 8:30pm to play in the improv jim-jam!
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/studio-mondays?ev=2025-08-11T20%3A30%3A00,9.0,8,7,3,27,,
